System,Issue URL,Symptom Category,Symptom Sub-Category,Symptom Stage,Root Cause Category,Root Cause Sub-Category,Root Cause Stage,Stage Gap,Fix Cost,Has PR,Fix Pattern,PR URL
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/980,SP-B: Behavior Faults,SP-B2: Inefficient performance,S5: Generation,RC-A: Configuration Bugs,RC-A4: External system adaptation bug > A4.1: LLM,S5: Generation,0,14.26 hours,Yes,FP6: Lifecycle and resource scheduling,https://github.com/infiniflow/ragflow/pull/985
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/963,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.1: Indexing failure,S1: Indexing,RC-A: Configuration Bugs,RC-A2: RAG component implementation bug,S1: Indexing,0,24.62 hours,Yes,FP3: Checking and robustness,https://github.com/infiniflow/ragflow/pull/986
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/922,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.1: Indexing failure,S1: Indexing,RC-A: Configuration Bugs,RC-A1: Configuration handling bug,S1: Indexing,0,46.45 hours,Yes,FP1: Data interaction and mapping,https://github.com/infiniflow/ragflow/pull/928
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/834,SP-A: Functional Execution Faults,SP-A3: Configuration adherence fault,S3: Retrieval,RC-A: Configuration Bugs,RC-A2: RAG component implementation bug,S1: Indexing,2,21.37 hours,Yes,FP2: Component logic and algorithm,https://github.com/infiniflow/ragflow/pull/840
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/651,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.1: Indexing failure,S1: Indexing,RC-A: Configuration Bugs,RC-A2: RAG component implementation bug,S1: Indexing,0,1.76 hours,Yes,FP2: Component logic and algorithm,https://github.com/infiniflow/ragflow/pull/653
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/509,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.1: Indexing failure,S1: Indexing,RC-A: Configuration Bugs,RC-A3: Inter-component integration bug,S1: Indexing,0,0.5 hours,Yes,FP1: Data interaction and mapping,https://github.com/infiniflow/ragflow/pull/510
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/502,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.1: Indexing failure,S1: Indexing,RC-A: Configuration Bugs,RC-A2: RAG component implementation bug,S1: Indexing,0,0.72 hours,Yes,FP2: Component logic and algorithm,https://github.com/infiniflow/ragflow/pull/504
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/477,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.5: Generation failure,S5: Generation,RC-A: Configuration Bugs,RC-A4: External system adaptation bug > A4.1: LLM,S5: Generation,0,4.57 hours,Yes,FP3: Checking and robustness,https://github.com/infiniflow/ragflow/pull/486
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/436,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.1: Indexing failure,S1: Indexing,RC-A: Configuration Bugs,RC-A2: RAG component implementation bug,S1: Indexing,0,13.59 hours,Yes,FP3: Checking and robustness,https://github.com/infiniflow/ragflow/pull/440
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/423,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.1: Indexing failure,S1: Indexing,RC-A: Configuration Bugs,RC-A2: RAG component implementation bug,S1: Indexing,0,0.76 hours,Yes,FP3: Checking and robustness,https://github.com/infiniflow/ragflow/pull/424
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/265,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.5: Generation failure,S5: Generation,RC-A: Configuration Bugs,RC-A4: External system adaptation bug > A4.1: LLM,S5: Generation,0,8.75 hours,Yes,FP1: Data interaction and mapping,https://github.com/infiniflow/ragflow/pull/268
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/209,SP-A: Functional Execution Faults,SP-A3: Configuration adherence fault,S0: Initialization,RC-A: Configuration Bugs,RC-A1: Configuration handling bug,S0: Initialization,0,0.49 hours,Yes,FP1: Data interaction and mapping,https://github.com/infiniflow/ragflow/pull/210
labring_FastGPT,https://github.com/labring/FastGPT/issues/4906,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.1: Indexing failure,S1: Indexing,RC-A: Configuration Bugs,RC-A4: External system adaptation bug > A4.4: External Data Source,S1: Indexing,0,12.08 hours,Yes,FP1: Data interaction and mapping,https://github.com/labring/FastGPT/pull/4914
labring_FastGPT,https://github.com/labring/FastGPT/issues/4879,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.5: Generation failure,S5: Generation,RC-B: User Misconfigurations,RC-B1: Resource configuration mistake,S5: Generation,0,97.09 hours,No,N/A,N/A
labring_FastGPT,https://github.com/labring/FastGPT/issues/4846,SP-A: Functional Execution Faults,SP-A3: Configuration adherence fault,S4: Post-Retrieval Processing,RC-B: User Misconfigurations,RC-B1: Resource configuration mistake,S4: Post-Retrieval Processing,0,673.73 hours,No,N/A,N/A
labring_FastGPT,https://github.com/labring/FastGPT/issues/4840,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.5: Generation failure,S5: Generation,RC-A: Configuration Bugs,RC-A4: External system adaptation bug > A4.1: LLM,S5: Generation,0,24.27 hours,Yes,FP2: Component logic and algorithm,https://github.com/labring/FastGPT/pull/4853
labring_FastGPT,https://github.com/labring/FastGPT/issues/4829,SP-B: Behavior Faults,SP-B1: Low-quality result,S5: Generation,RC-A: Configuration Bugs,RC-A2: RAG component implementation bug,S2: Query Transformation,3,629.06 hours,Yes,FP2: Component logic and algorithm,https://github.com/labring/FastGPT/pull/5000
labring_FastGPT,https://github.com/labring/FastGPT/issues/4770,SP-A: Functional Execution Faults,SP-A1: System crash and unavailability,S0: Initialization,RC-B: User Misconfigurations,RC-B1: Resource configuration mistake,S0: Initialization,0,1.19 hours,No,N/A,N/A
labring_FastGPT,https://github.com/labring/FastGPT/issues/4738,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.2: Query transformation failure,S2: Query Transformation,RC-B: User Misconfigurations,RC-B1: Resource configuration mistake,S2: Query Transformation,0,125.19 hours,No,N/A,N/A
labring_FastGPT,https://github.com/labring/FastGPT/issues/4653,SP-A: Functional Execution Faults,SP-A1: System crash and unavailability,S0: Initialization,RC-B: User Misconfigurations,RC-B3: Configuration misunderstanding,S0: Initialization,0,31.9 hours,No,N/A,N/A
labring_FastGPT,https://github.com/labring/FastGPT/issues/4481,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.5: Generation failure,S5: Generation,RC-A: Configuration Bugs,RC-A2: RAG component implementation bug,S5: Generation,0,207.51 hours,Yes,FP2: Component logic and algorithm,https://github.com/labring/FastGPT/pull/4576
labring_FastGPT,https://github.com/labring/FastGPT/issues/4255,SP-A: Functional Execution Faults,SP-A3: Configuration adherence fault,S4: Post-Retrieval Processing,RC-A: Configuration Bugs,RC-A4: External system adaptation bug > A4.7: A4.7,S4: Post-Retrieval Processing,0,531.31 hours,No,N/A,N/A
labring_FastGPT,https://github.com/labring/FastGPT/issues/4034,SP-B: Behavior Faults,SP-B1: Low-quality result,S5: Generation,RC-A: Configuration Bugs,RC-A4: External system adaptation bug > A4.1: LLM,S5: Generation,0,189.83 hours,No,N/A,N/A
labring_FastGPT,https://github.com/labring/FastGPT/issues/4023,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.2: Query transformation failure,S2: Query Transformation,RC-B: User Misconfigurations,RC-B1: Resource configuration mistake,S2: Query Transformation,0,75.24 hours,No,N/A,N/A
labring_FastGPT,https://github.com/labring/FastGPT/issues/3835,SP-B: Behavior Faults,SP-B1: Low-quality result,S5: Generation,RC-B: User Misconfigurations,RC-B1: Resource configuration mistake,S1: Indexing,4,466.73 hours,No,N/A,N/A
labring_FastGPT,https://github.com/labring/FastGPT/issues/3793,SP-B: Behavior Faults,SP-B1: Low-quality result,S3: Retrieval,RC-B: User Misconfigurations,RC-B1: Resource configuration mistake,S1: Indexing,2,76.72 hours,No,N/A,N/A
labring_FastGPT,https://github.com/labring/FastGPT/issues/3791,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.2: Query transformation failure,S2: Query Transformation,RC-B: User Misconfigurations,RC-B1: Resource configuration mistake,S2: Query Transformation,0,245.12 hours,No,N/A,N/A
labring_FastGPT,https://github.com/labring/FastGPT/issues/3705,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.0: Initialization failure,S0: Initialization,RC-A: Configuration Bugs,RC-A1: Configuration handling bug,S0: Initialization,0,45.18 hours,Yes,FP2: Component logic and algorithm,https://github.com/labring/FastGPT/pull/3720
labring_FastGPT,https://github.com/labring/FastGPT/issues/3695,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.3: Retrieval failure,S3: Retrieval,RC-A: Configuration Bugs,RC-A4: External system adaptation bug > A4.2: Database,S0: Initialization,3,26.34 hours,Yes,FP2: Component logic and algorithm,https://github.com/labring/FastGPT/pull/3706
labring_FastGPT,https://github.com/labring/FastGPT/issues/3694,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.0: Initialization failure,S0: Initialization,RC-A: Configuration Bugs,RC-A4: External system adaptation bug > A4.7: A4.7,S4: Post-Retrieval Processing,4,26.64 hours,Yes,FP1: Data interaction and mapping,https://github.com/labring/FastGPT/pull/3706
labring_FastGPT,https://github.com/labring/FastGPT/issues/3474,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.0: Initialization failure,S0: Initialization,RC-B: User Misconfigurations,RC-B1: Resource configuration mistake,S0: Initialization,0,89.49 hours,No,N/A,N/A
labring_FastGPT,https://github.com/labring/FastGPT/issues/3017,SP-B: Behavior Faults,SP-B1: Low-quality result,S2: Query Transformation,RC-B: User Misconfigurations,RC-B1: Resource configuration mistake,S2: Query Transformation,0,354.43 hours,No,N/A,N/A
labring_FastGPT,https://github.com/labring/FastGPT/issues/2942,SP-B: Behavior Faults,SP-B1: Low-quality result,S5: Generation,RC-B: User Misconfigurations,RC-B3: Configuration misunderstanding,S5: Generation,0,0.95 hours,No,N/A,N/A
labring_FastGPT,https://github.com/labring/FastGPT/issues/2929,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.5: Generation failure,S5: Generation,RC-B: User Misconfigurations,RC-B1: Resource configuration mistake,S5: Generation,0,222.33 hours,No,N/A,N/A
labring_FastGPT,https://github.com/labring/FastGPT/issues/2918,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.5: Generation failure,S5: Generation,RC-A: Configuration Bugs,RC-A2: RAG component implementation bug,S5: Generation,0,6.51 hours,Yes,FP2: Component logic and algorithm,https://github.com/labring/FastGPT/pull/2903
labring_FastGPT,https://github.com/labring/FastGPT/issues/2899,SP-A: Functional Execution Faults,SP-A3: Configuration adherence fault,S5: Generation,RC-A: Configuration Bugs,RC-A2: RAG component implementation bug,S5: Generation,0,54.03 hours,Yes,FP2: Component logic and algorithm,https://github.com/labring/FastGPT/pull/2903
labring_FastGPT,https://github.com/labring/FastGPT/issues/2895,SP-B: Behavior Faults,SP-B1: Low-quality result,S3: Retrieval,RC-A: Configuration Bugs,RC-A4: External system adaptation bug > A4.2: Database,S1: Indexing,2,251.5 hours,Yes,FP2: Component logic and algorithm,https://github.com/labring/FastGPT/pull/2968
labring_FastGPT,https://github.com/labring/FastGPT/issues/2780,SP-A: Functional Execution Faults,SP-A3: Configuration adherence fault,S5: Generation,RC-A: Configuration Bugs,RC-A4: External system adaptation bug > A4.1: LLM,S5: Generation,0,45.63 hours,No,N/A,N/A
labring_FastGPT,https://github.com/labring/FastGPT/issues/2770,SP-B: Behavior Faults,SP-B1: Low-quality result,S5: Generation,RC-A: Configuration Bugs,RC-A4: External system adaptation bug > A4.1: LLM,S5: Generation,0,91.45 hours,No,N/A,N/A
labring_FastGPT,https://github.com/labring/FastGPT/issues/2662,SP-B: Behavior Faults,SP-B1: Low-quality result,S5: Generation,RC-B: User Misconfigurations,RC-B1: Resource configuration mistake,S5: Generation,0,42.32 hours,No,N/A,N/A
labring_FastGPT,https://github.com/labring/FastGPT/issues/2519,SP-A: Functional Execution Faults,SP-A3: Configuration adherence fault,S2: Query Transformation,RC-B: User Misconfigurations,RC-B1: Resource configuration mistake,S2: Query Transformation,0,0.81 hours,No,N/A,N/A
labring_FastGPT,https://github.com/labring/FastGPT/issues/2416,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.1: Indexing failure,S1: Indexing,RC-B: User Misconfigurations,RC-B1: Resource configuration mistake,S1: Indexing,0,1418.81 hours,No,N/A,N/A
labring_FastGPT,https://github.com/labring/FastGPT/issues/2289,SP-A: Functional Execution Faults,SP-A3: Configuration adherence fault,S5: Generation,RC-B: User Misconfigurations,RC-B3: Configuration misunderstanding,S0: Initialization,5,2.08 hours,No,N/A,N/A
labring_FastGPT,https://github.com/labring/FastGPT/issues/2105,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.5: Generation failure,S5: Generation,RC-B: User Misconfigurations,RC-B1: Resource configuration mistake,S0: Initialization,5,20.98 hours,No,N/A,N/A
labring_FastGPT,https://github.com/labring/FastGPT/issues/1933,SP-B: Behavior Faults,SP-B1: Low-quality result,S2: Query Transformation,RC-B: User Misconfigurations,RC-B1: Resource configuration mistake,S2: Query Transformation,0,73.76 hours,No,N/A,N/A
labring_FastGPT,https://github.com/labring/FastGPT/issues/1823,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.2: Query transformation failure,S2: Query Transformation,RC-A: Configuration Bugs,RC-A4: External system adaptation bug > A4.1: LLM,S2: Query Transformation,0,1456.38 hours,No,N/A,N/A
labring_FastGPT,https://github.com/labring/FastGPT/issues/1811,SP-B: Behavior Faults,SP-B1: Low-quality result,S5: Generation,RC-A: Configuration Bugs,RC-A4: External system adaptation bug > A4.1: LLM,S5: Generation,0,246.54 hours,No,N/A,N/A
labring_FastGPT,https://github.com/labring/FastGPT/issues/1772,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.0: Initialization failure,S0: Initialization,RC-A: Configuration Bugs,RC-A1: Configuration handling bug,S0: Initialization,0,97.35 hours,Yes,FP6: Lifecycle and resource scheduling,https://github.com/labring/FastGPT/pull/1799
labring_FastGPT,https://github.com/labring/FastGPT/issues/1719,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.5: Generation failure,S5: Generation,RC-A: Configuration Bugs,RC-A4: External system adaptation bug > A4.1: LLM,S5: Generation,0,53.99 hours,No,N/A,N/A
labring_FastGPT,https://github.com/labring/FastGPT/issues/1704,SP-A: Functional Execution Faults,SP-A3: Configuration adherence fault,S0: Initialization,RC-A: Configuration Bugs,RC-A5: Resource provisioning and orchestration bug,S0: Initialization,0,179.26 hours,Yes,FP6: Lifecycle and resource scheduling,https://github.com/labring/FastGPT/pull/1754
labring_FastGPT,https://github.com/labring/FastGPT/issues/1700,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.5: Generation failure,S5: Generation,RC-A: Configuration Bugs,RC-A4: External system adaptation bug > A4.1: LLM,S5: Generation,0,17.93 hours,No,N/A,N/A
labring_FastGPT,https://github.com/labring/FastGPT/issues/1668,SP-B: Behavior Faults,SP-B1: Low-quality result,S5: Generation,RC-A: Configuration Bugs,RC-A4: External system adaptation bug > A4.1: LLM,S5: Generation,0,432.0 hours,No,N/A,N/A
labring_FastGPT,https://github.com/labring/FastGPT/issues/1641,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.2: Query transformation failure,S2: Query Transformation,RC-B: User Misconfigurations,RC-B1: Resource configuration mistake,S2: Query Transformation,0,6.32 hours,No,N/A,N/A
labring_FastGPT,https://github.com/labring/FastGPT/issues/1628,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.1: Indexing failure,S1: Indexing,RC-B: User Misconfigurations,RC-B1: Resource configuration mistake,S1: Indexing,0,32.72 hours,No,N/A,N/A
labring_FastGPT,https://github.com/labring/FastGPT/issues/1616,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.5: Generation failure,S5: Generation,RC-B: User Misconfigurations,RC-B1: Resource configuration mistake,S5: Generation,0,25.31 hours,No,N/A,N/A
labring_FastGPT,https://github.com/labring/FastGPT/issues/1600,SP-A: Functional Execution Faults,SP-A3: Configuration adherence fault,S2: Query Transformation,RC-B: User Misconfigurations,RC-B3: Configuration misunderstanding,S2: Query Transformation,0,3.25 hours,No,N/A,N/A
